Gene_symbol	Human_entrez	Rat_entrez	Mouse_entrez	Gene_Name	Synonym	DbTF	PMID	Uniprot_Human	Uniprot_Rat	Uniprot_mouse
ZFP942	"zinc finger protein 942"	0	0	73233	3110048L19RIK|MGC107415	0	0			B8JJA7
ZFP943	"zinc finger prtoein 943"	0	0	74670	4930432O21RIK	0	0			Q6NZP4
ZFP944	"zinc finger protein 944"	0	0	319615	6330416L07RIK|MGC117948	0	0			E9PUS4
ZFP945	"zinc finger protein 945"	0	0	240041	A630033E08RIK|C730040L01RIK	0	0			E9PYM8,Q3TGT7,Q66L36
ZFP946	"zinc finger protein 946"	0	0	74149	1300003B13RIK	0	0			Q8K3B4
ZFP947	"zinc finger protein 947"	0	0	210853	6720451E15|EG210853|GM4769|MGC141638	0	0			Q8BIQ6
ZFP948	"zinc finger protein 948, pseudogene 1"	0	690502	381066		0	0			Q6DFU8
ZFP949	"zinc finger protein 949"	0	100233177	71640	4930422I07RIK	0	0			E9Q732,Q9CUP6,B2RU83
ZFP951	"zinc finger protein 951"	0	100188984	626391	C230055K05RIK	0	0		B5DFF1	Q3V1G7
ZFP952	"zinc finger protein 952"	0	100360287	240067	BC057593|C920016K16RIK|MGC67168	0	0			B0V2W4
ZFP953	"zinc finger protein 953"	0	0	629016	E130120F12RIK	0	0			Q3UPV7
ZFP954	"zinc finger protein 954"	0	0	232853	5730403M16RIK|8030437F07|AA123315	0	0			Q7TNU5,Q8BIA9
ZFP955A	"zinc finger protein 955A"	0	0	77652	AI842447|ZFP883A	0	0			Q80XR7
ZFP955B	"zinc finger protein 955B"	0	0	100043468	A430003O12RIK|C430039G02RIK|C530035A18RIK|GM4455|ZFP883B	0	0			D3Z5K4,Q9CS13
ZFP956	"zinc finger protein 956"	0	0	101197	AI894139	0	0			Q3UZY6,Q4VA54,Q8BR38
ZFP958	"zinc finger protein 958"	0	100302405	233987	ZINKI	0	0		A5GZY2	Q99LG7
ZFP959	"zinc finger protein 959"	0	0	224893	MGC18740	0	0			Q91VM8
ZFP960	"zinc finger protein 960"	0	0	449000		0	0			E9PVC4,Q3ULR3
ZFP961	"zinc finger protein 961"	0	100360616	234413	A230105L22RIK|BC065788|MSZF37|MSZF55-2	0	0			E9Q4R5
ZFP97	"zinc finger protein 97"	0	0	22759	NGD16-4	0	0			E9PZP6
ZFPL1	"zinc finger protein-like 1"	7542	84602	81909	D11S750|MCG4	0	0	O95159		Q9DB43
ZFPM1	"zinc finger protein, FOG family member 1"	161882	691504	22761	FOG|FOG1|ZNF408|ZNF89A	yes	15920471	Q8IX07		O35615
ZFPM2	"zinc finger protein, FOG family member 2"	23414	314930	22762	DIH3|FOG2|ZNF89B|HFOG-2	0	0	Q9NPQ0,Q8WW38	D4A0R1	Q8CCH7
ZFR	"zinc finger RNA binding protein"	51663	365703	22763	ZFR1	0	0	Q96KR1,Q05D65		O88532
ZFR2	"zinc finger RNA binding protein 2"	23217	314639	103406	KIAA1086	0	0	Q9UPR6		E9Q5M4
ZFX	"zinc finger protein, X-linked"	7543	367832	22764	ZNF926	yes	18555785	Q59EB9,P17010,Q8WXB7	D3ZR02	P17012,B1ASD1
ZFY	"zinc finger protein, Y-linked"	7544	252860	22767	ZNF911	yes	20028140	P08048	Q9Z2K3	P10925
ZFY2	"zinc finger protein 2, Y linked"	0	0	22768	ZFY-2	0	0			P20662
ZFYVE20	"zinc finger, FYVE domain containing 20"	64145	312562	78287	RABENOSYN-5	0	0	Q9H1K0	D3ZL11	Q80Y56
ZFYVE26	"zinc finger, FYVE domain containing 26"	23503	314265	211978	FYVE-CENT|SPG15	0	0	Q68DK2	D4A8G9	Q5DU37
ZGLP1	"zinc finger, GATA-like protein 1"	100125288	100360291	100009600	GLP-1|GLP1	0	0	P0C6A0		Q1WG82
ZGPAT	"zinc finger, CCCH-type with G patch domain"	84619	296478	229007	GPATC6|GPATCH6|KIAA1847|ZC3H9|ZC3HDC9|ZIP	yes	19644445	Q8N5A5	Q5PPF5	Q8VDM1
ZHX1	"zinc fingers and homeoboxes 1"	11244	171159	22770	-	0	0	Q9UKY1	Q8R515	Q5DTL2,P70121
ZHX2	"zinc fingers and homeoboxes 2"	22882	314988	387609	AFR1|RAF	yes	22406477	Q9Y6X8	G3V6P3	Q8C0C0
ZHX3	"zinc fingers and homeoboxes 3"	23051	311604	320799	TIX1	yes	17056598	Q9H4I2	Q80Z36	Q8C0Q2,Q3UPQ8
ZIC1	"Zic family member 1"	7545	64618	22771	ZIC|ZNF201	yes	11038359	Q15915	Q9JKY2	P46684
ZIC2	"Zic family member 2"	7546	361096	22772	HPE5	yes	11053430	O95409	D4AAV3	F8VPV3
ZIC3	"Zic family member 3"	7547	367944	22773	HTX|HTX1|VACTERLX|ZNF203	yes	11053430	O60481		Q62521
ZIC4	"Zic family member 4"	84107	315882	22774	-	yes	15465018	B4DF89,Q8N9L1,C9J7D5,J3KQG1,B7Z2L2	D3ZMJ5	G3UYE7,Q61467,Q8C8J4
ZIC5	"Zic family member 5"	85416	361095	65100	-	yes	15465018	Q96T25		Q7TQ40
ZIK1	"zinc finger protein interacting with K protein 1 homolog (mouse)"	284307	100359821	22775	ZNF762	0	0	Q3SY52		Q80YP6
ZIM1	"DNL-type zinc finger"	728489	308322	22776		0	0	Q5SXM8	D3ZYW5	Q8C393,Q6NZC6
ZIM2	"zinc finger, imprinted 2"	23619	0	76637	ZNF656	0	0	Q9NZV7		
ZIM3	"zinc finger, imprinted 3"	114026	0	116811	ZNF657	0	0	Q96PE6		
ZKSCAN1	"zinc finger with KRAB and SCAN domains 1"	7586	498160	74570	9130423L19RIK|KOX18|PHZ-37|ZNF139|ZNF36	0	0	Q96FA2,P17029	Q4KLI1	Q8BGS3
ZKSCAN2	"zinc finger with KRAB and SCAN domains 2"	342357	368120	210162	ZNF694|ZSCAN31	0	0	Q63HK3		G3X952
ZKSCAN3	"zinc finger with KRAB and SCAN domains 3"	80317	306977	72739	ZF47|ZFP306|ZNF306|ZNF309|ZSCAN13|ZFP47|DJ874C20.1|DJ874C20.1.|ZFP-47	yes	18940803	Q9BRR0,B3KVC0,H7BXX1	Q5FVP7	Q91VW9
ZKSCAN4	"zinc finger with KRAB and SCAN domains 4"	387032	291164	544922	P1P373C6|ZNF307|ZNF427|P373C6.1	0	0	Q969J2		Q5SZT6
ZKSCAN5	"zinc finger with KRAB and SCAN domains 5"	23660	304275	22757	ZFP95|ZNF914	yes	14519192	B3KNK8,Q9Y2L8		Q6PAK4,Q9Z1D8,Q69ZT2
ZMAT1	"zinc finger, matrin-type 1"	84460	308654	215693	-	0	0	A7MD47	D3ZGI1	G5E8E4
ZMAT2	"zinc finger, matrin-type 2"	153527	679898	66492	PTG-12|SNU23|HSNU23	0	0	Q96NC0	D4AD01	Q9CPW7
ZMAT3	"zinc finger, matrin-type 3"	64393	64394	22401	PAG608|WIG-1|WIG1	0	0	Q9HA38	O08781	B9EI21
ZMAT4	"zinc finger, matrin-type 4"	79698	684961	320158	-	0	0	Q9H898	B4F7C6	Q8BZ94
ZMAT5	"zinc finger, matrin-type 5"	55954	501926	67178	SNRNP20	0	0	Q9UDW3		Q9CQR5
ZMIZ1	"zinc finger, MIZ-type containing 1"	57178	361103	328365	MIZ|RAI17|TRAFIP10|ZIMP10|HZIMP10	0	0	A0JLS3,Q9ULJ6	D4AE97	Q3V215,Q6P1E1
ZMIZ2	"zinc finger, MIZ-type containing 2"	83637	289783	52915	NET27|TRAFIP20|ZIMP7|HZIMP7	0	0	Q8NF64	Q68FR4,G3V9C9	Q8CIE2
ZMYM2	"zinc finger, MYM-type 2"	7750	305913	76007	FIM|MYM|RAMP|SCLL|ZNF198	0	0	Q9UBW7		Q9CU65
ZMYM3	"zinc finger, MYM-type 3"	9203	317260	56364	DXS6673E|MYM|XFIM|ZNF198L2|ZNF261	0	0	A8K3Z7,Q14202		B1AXS5,Q32P02,B1AXS6,Q8CG95,Q9JLM4
ZMYM4	"zinc finger, MYM-type 4"	9202	313598	67785	CDIR|MYM|ZNF198L3|ZNF262	0	0	Q5VZL5		A2A791
ZMYM5	"zinc finger, MYM-type 5"	9205	0	219105	HSPC050|MYM|ZNF198L1|ZNF237	0	0	Q9UJ78		Q3U2E2,Q3TML8
ZMYM6	"zinc finger, MYM-type 6"	9204	362602	100177	BUSTER2|MYM|ZNF198L4|ZNF258	0	0	O95789	D4AEF5	Q8BS54
ZMYND10	"zinc finger, MYND-type containing 10"	51364	363139	114602	BLU|FLU	0	0	B3KU54,O75800	Q6AXZ5	Q99ML0
ZMYND11	"zinc finger, MYND-type containing 11"	10771	291259	66505	BRAM1|BS69	0	0	Q8N4B3,Q2LD46,B7Z293,Q2LD47,Q5UGI2,Q5BJG6,Q15326,Q2LD45,B7Z2J6,Q2LD48,F6UH50	Q75QC4,Q75QC5,Q75QC6,Q75QC7	Q3UKS1,Q8BJZ0,Q6PD13,G5E8Q2
ZMYND8	"zinc finger, MYND-type containing 8"	23613	296374	228880	PRKCBP1|PRO2893|RACK7	yes	21620140	Q9ULU4	A8C4G9	Q3U1M7,E9Q8D1,Q3UH28,Q80Y82,Q3V1I9
ZNF10	"zinc finger protein 10"	7556	0	0	KOX1	yes	"10866659, 10320774"	P21506,Q9UG14		
ZNF100	"zinc finger protein 100"	163227	0	0	-	0	0	Q8IYN0		
ZNF101	"zinc finger protein 101"	94039	0	22643	HZF12	0	0	Q8IZC7		Q8C687,Q8BP18
ZNF107	"zinc finger protein 107"	51427	0	0	Y8|ZFD25|ZNF588|SMAP-7	0	0	Q8WVL4,Q9UII5		
ZNF114	"zinc finger protein 114"	163071	0	232966	-	0	0	Q8NC26		Q3UTF4,Q3UGQ0
ZNF117	"zinc finger protein 117"	51351	0	0	H-PLK|HPF9	yes	2023909	Q03924		
ZNF12	"zinc finger protein 12"	7559	288486	231866	GIOT-3|HZF11|KOX3|ZNF325	0	0	P17014		Q7TSI0
ZNF121	"zinc finger protein 121"	7675	0	0	D19S204|ZHC32|ZNF20	0	0	P58317		
ZNF123P	"zinc finger protein 123, pseudogene"	100188891	0	0	HZF-1|ZNF123	0	0			
ZNF124	"zinc finger protein 124"	7678	314586	0	HZF-16|HZF16|ZK7	yes	17431901	J3KSE1,Q15973		
ZNF131	"zinc finger protein 131"	7690	310375	72465	PHZ-10	yes	20303951	P52739	B1WC22	Q8K3J5
ZNF132	"zinc finger protein 132"	7691	0	109948	PHZ-12	yes	7557990	B3KQ54,P52740		
ZNF133	"zinc finger protein 133"	7692	499900	0	ZNF150|PHZ-13|PHZ-66	yes	17934332	P52736	Q6AYF3	
ZNF134	"zinc finger protein 134"	7693	0	109947	PHZ-15	yes	7557990	P52741		
ZNF135	"zinc finger protein 135"	7694	0	0	ZNF61|ZNF78L1|PHZ-17|PT3	yes	7557990	F5GYY9,B4DLZ7,B4DHH9,Q8N9M3,Q8N1I7,E9PEV2,I3L0B3		
ZNF136	"zinc finger protein 136"	7695	0	0	PHZ-20	yes	7649249	P52737		
ZNF137P	"zinc finger protein 137, pseudogene"	7696	0	0	ZNF137|PHZ-30	0	0			
ZNF138	"zinc finger protein 138"	7697	0	0	PHZ-32	yes	7557990	E9PHK7,B4DFX2,A2RRP7,B4DP87		
ZNF14	"zinc finger protein 14"	7561	266773	243906	GIOT-4|KOX6	0	0	P17017	Q99PJ6	Q8BR51,P10755
ZNF140	"zinc finger protein 140"	7699	0	0	PHZ-39	yes	11470777	P52738		
ZNF141	"zinc finger protein 141"	7700	690343	434178	D4S90|PHZ-44	0	0	Q15928		
ZNF142	"zinc finger protein 142"	7701	316524	77264	PHZ-49	0	0	P52746	D3ZU19	Q3V1C1
ZNF143	"zinc finger protein 143"	7702	361627	20841	SBF|STAF|PHZ-1	yes	"10893243, 18687992"	P52747	Q5XIU2	O70230
ZNF146	"zinc finger protein 146"	7705	53982	26465	OZF	0	0	Q15072	Q62981	Q8BQN6
ZNF148	"zinc finger protein 148"	7707	58820	22661	BERF-1|BFCOL1|HT-BETA|ZBP-89|ZFP148|PHZ-52	yes	8355710	Q9UQR1	Q62806	Q548L0,Q61624,Q3UJ69
ZNF154	"zinc finger protein 154"	7710	0	0	PHZ-92	yes	7557990	Q13106		
ZNF155	"zinc finger protein 155"	7711	0	0	PHZ-96	yes	7557990	B4DM95,Q12901		
ZNF157	"zinc finger protein 157"	7712	360775	72154	HZF22	yes	10441576	P51786	D3ZFZ1	Q6PCM4
ZNF16	"zinc finger protein 16"	7564	0	235682	HZF1|KOX9	0	0	Q45SH7,P17020,Q9NRA4		Q8CBF5,Q8R2V3
ZNF160	"zinc finger protein 160"	90338	685287	224585	F11|HKR18|HZF5|KR18	0	0	Q9HCG1		Q3UPQ5,E9Q459
ZNF165	"zinc finger protein 165"	7718	0	0	CT53|LD65|ZSCAN7	yes	7490084	P49910,Q53Z40		
ZNF167	"zinc finger with KRAB and SCAN domains 7"	55888	363170	382118	ZFP|ZKSCAN7|ZNF448|ZNF64	0	0	Q9P0L1		E9PVW1
ZNF169	"zinc finger protein 169"	169841	306816	67911	-	0	0	Q14929		E9Q3R6,Q6PAM4,G5E912
ZNF17	"zinc finger protein 17"	7565	654808	22671	HPF3|KOX10	0	0	P17021		Q96DY5
ZNF174	"zinc finger protein 174"	7727	287074	385674	ZSCAN8	yes	7673192	Q15697		B9EJW5
ZNF175	"zinc finger protein 175"	7728	0	0	OTK18	yes	17170456	Q9Y473		
ZNF177	"zinc finger protein 177"	7730	0	0	PIGX	yes	11549323	B4DY57,I3L0I4,Q13360		
ZNF18	"zinc finger protein 18"	7566	303226	52712	HDSG1|KOX11|ZKSCAN6|ZNF535|ZFP535	yes	15702252	P17022	Q642B9	Q810A1
ZNF180	"zinc finger protein 180"	7733	246279	210135	HHZ168	0	0	Q9UJW8	Q62886	Q6NZI9
ZNF181	"zinc finger protein 181"	339318	0	0	HHZ181	0	0	B4DM69,Q2M3W8		
ZNF182	"zinc finger protein 182"	7569	0	319535	HHZ150|KOX14|ZNF21|ZFP182	0	0	P17025		A2AE18,Q6P560
ZNF184	"zinc finger protein 184"	7738	306966	0	-	0	0	Q99676		
ZNF185	"zinc finger protein 185 (LIM domain)"	7739	0	22673	-	0	0	B8K2M0,B7Z771,F5GZL4,F8W8V7,O15231,Q8N1R8,B8K2M2,F5GXF7,B8K2M1,B3KPM4		A2BI37,Q8C875,Q9CRR9,Q62394,G5E8W8
ZNF189	"zinc finger protein 189"	7743	313219	230162	-	yes	9653648	O75820	D3ZRX1	Q8BKW8,Q8BKP2
ZNF19	"zinc finger protein 19"	7567	0	0	KOX12	yes	7557990	P17023		
ZNF192	"zinc finger with KRAB and SCAN domains 8"	7745	306974	93681	LD5-1|ZKSCAN8	0	0	Q15776	D4A3X9	Q78WV9,Q8BSL0,B2RX01
ZNF193	"zinc finger and SCAN domain containing 9"	7746	0	0	PRD51|ZSCAN9	yes	20499178	O15535,E7EVQ2,B4E1W6		
ZNF195	"zinc finger protein 195"	7748	0	0	HRF1|ZNFP104	0	0	O14628,C9JLY9		
ZNF197	"zinc finger protein 197"	10168	0	0	D3S1363E|P18|VHLAK|ZKSCAN9|ZNF166|ZNF20	0	0	O14709,Q7Z6G1		
ZNF2	"zinc finger protein 2"	7549	296133	72180	A1-5|ZNF661|ZFP661	0	0	B0AZN8,Q9BSG1		A2AHS9,Q8BIQ3
ZNF20	"zinc finger protein 20"	7568	302962	0	KOX13	0	0	P17024	D3ZFQ4	
ZNF200	"zinc finger protein 200"	7752	0	0	-	0	0	D3DUB7,B3KP91,P98182,Q7Z5V1		
ZNF202	"zinc finger protein 202"	7753	500981	80902	ZKSCAN10	yes	"10748193, 19875103, 11279031"	O95125	D4A7G1	Q8C879
ZNF204P	"zinc finger protein 204, pseudogene"	7754	0	0	ZNF184-LP|ZNF204|ZNF315P|B24O18.1	0	0			
ZNF205	"zinc finger protein 205"	7755	287095	22654	RHITH|ZNF210|ZFP13	yes	9787081	O95201	D3ZT76	P10754
ZNF207	"zinc finger protein 207"	7756	303763	22680	-	0	0	E1P660,O43670	Q498C9	Q9Z326,Q9JMD0,Q99LA2,E9PW12
ZNF208	"zinc finger protein 208"	7757	0	0	PMIDP|ZNF95	0	0			
ZNF211	"zinc finger protein 211"	10520	0	107632	C2H2-25|CH2H2-25|ZNF-25|ZNFC25	0	0	F8WDV2,B9ZVW1,Q13398		
ZNF212	"zinc finger protein 212"	7988	297066	232784	C2H2-150|ZNF182|ZNFC150	0	0	B3KQE6,Q9UDV6		G3X8R7,Q6P238,Q6ZPF1
ZNF213	"zinc finger protein 213"	7760	287094	449521	CR53|ZKSCAN21	0	0	O14771	D4A1V0	Q3UGD5,E9QAW0
ZNF214	"zinc finger protein 214"	7761	0	0	BAZ-1|BAZ1	yes	12970396	Q9UL59		
ZNF215	"zinc finger protein 215"	7762	0	0	BAZ-2|BAZ2|ZKSCAN11	yes	12970396	Q9UL58		
ZNF217	"zinc finger protein 217"	7764	311764	228913	ZABC1	yes	21908891	O75362	D4AB75	Q3U0X6
ZNF219	"zinc finger protein 219"	51222	305848	69890	ZFP219	yes	14621294	Q9P2Y4	Q66H48	Q4VA98,Q9CVF3,Q6IQX8,Q924S6
ZNF22	"zinc finger protein 22"	7570	360389	67255	HKR-T1|KOX15|ZNF422|ZFP422	yes	12952191	P17026	Q9ERU2	Q9ERU3
ZNF221	"zinc finger protein 221"	7638	0	0	-	0	0	Q9UK13		
ZNF222	"zinc finger protein 222"	7673	0	0	-	0	0	G5E9B9,Q8N6G7,Q9UK12		
ZNF223	"zinc finger protein 223"	7766	0	0	-	0	0	Q9UK11		
ZNF224	"zinc finger protein 224"	7767	0	0	BMZF-2|BMZF2|KOX22|ZNF255|ZNF27	yes	"12527367, 16150558"	Q9NZL3		
ZNF225	"zinc finger protein 225"	7768	0	0	-	0	0	Q9UK10		
ZNF226	"zinc finger protein 226"	7769	0	0	-	0	0	B2RBM0,Q9NYT6,Q8WWE6		
ZNF227	"zinc finger protein 227"	7770	0	0	-	0	0	Q86WZ6		
ZNF229	"zinc finger protein 229"	7772	0	0	-	0	0	Q9UJW7		
ZNF23	"zinc finger protein 23"	7571	307839	234725	KOX16|ZNF359|ZNF612|ZFP612	yes	17137575	P17027	D3ZLR3	Q3TRD7,G5E8C8
ZNF230	"zinc finger protein 230"	7773	0	67150	FDZF2	yes	12804569	Q9UIE0		Q99MB7
ZNF232	"zinc finger protein 232"	7775	0	0	ZSCAN11	0	0	Q9UNY5		
ZNF233	"zinc finger protein 233"	353355	0	0	-	0	0	A6NK53		
ZNF234	"zinc finger protein 234"	10780	0	0	HZF4|ZNF269	0	0	Q14588		
ZNF235	"zinc finger protein 235"	9310	365214	56525	ANF270|HZF6|ZFP93|ZNF270	0	0	Q14590		Q499D5
ZNF236	"zinc finger protein 236"	7776	291409	329002	ZNF236A|ZNF236B	0	0	Q9UL36		Q3UAV3,B2RR24
ZNF238	"zinc finger and BTB domain containing 18"	10472	64619	30928	C2H2-171|RP58|TAZ-1|ZBTB18	yes	22095278	Q99592	Q9JKY3	H7BX69,Q9WUK6
ZNF239	"zinc finger protein 239"	8187	0	22685	HOK-2|MOK2	yes	11278819	Q16600		P24399
ZNF24	"zinc finger protein 24"	7572	360204	59057	KOX17|RSG-A|ZNF191|ZSCAN3|ZFP191	yes	11532988	P17028	Q7TNK3	Q91VN1
ZNF248	"zinc finger protein 248"	57209	500304	72720	BA162G10.3	0	0	Q8NDV8,Q8NDW4,A2RUI7		Q640N4
ZNF25	"zinc finger protein 25"	219749	0	0	KOX19|ZFP9	0	0	P17030		
ZNF250	"zinc finger protein 250"	58500	362948	239546	ZFP647|ZNF647	yes	20346131	B3KNS9,P15622,D3DWP1,Q59HE9	D3ZUX9	Q7TNU6
ZNF251	"zinc finger protein 251"	90987	366954	71591	-	yes	20346131	Q9BRH9	H7C5Y4	Q6PCX8
ZNF252P	"zinc finger protein 252, pseudogene"	286101	0	0	ZNF252	yes	20346131			
ZNF252P-AS1	"ZNF252P antisense RNA 1"	286103	0	0	C8ORF77	0	0			
ZNF253	"zinc finger protein 253"	56242	0	0	BMZF-1|BMZF1|ZNF411	0	0	O75346		
ZNF254	"zinc finger protein 254"	9534	0	0	BMZF-5|HD-ZNF1|ZNF539|ZNF91L	0	0	O75437		
ZNF256	"zinc finger protein 256"	10172	0	0	BMZF-3|BMZF3	yes	18060868	Q9Y2P7		
ZNF257	"zinc finger protein 257"	113835	0	0	BMZF-4|BMZF4	0	0	Q9Y2Q1		
ZNF259	"zinc finger protein 259"	8882	0	22687	ZPR1	0	0	O75312		Q62384
ZNF26	"zinc finger protein 26"	7574	367033	22688	KOX20	0	0	P17031	F1LMA0	Q8C4J2,G3XA08,P10076
ZNF260	"zinc finger protein 260"	339324	0	26466	OZRF1|PEX1|ZFP260	0	0	A8K5X7,Q3ZCT1		Q62513
ZNF263	"zinc finger protein 263"	10127	287076	74120	FPM315|ZKSCAN12	yes	12024037	O14978		Q8CF60
ZNF264	"zinc finger protein 264"	9422	0	116812	-	0	0	O43296		
ZNF266	"zinc finger protein 266"	10781	0	77519	HZF1	0	0	Q14584		E9Q2S7
ZNF267	"zinc finger protein 267"	10308	0	0	HZF2	yes	16054593	Q14586		
ZNF268	"zinc finger protein 268"	10795	0	0	HZF3	yes	11311945	F5H1T2,Q2TB61,Q8TDG8,Q14587,F5GZJ4,F5H670,F5H848		
ZNF271P	"ZINC FINGER PROTEIN 35"	10778	307547	22694	HZF7|ZNFEB|ZFP35|ZFP239|ZFP271	0	0		Q5FVP4	Q3V142,P15620
ZNF273	"zinc finger protein 273"	10793	0	212569	HZF9	0	0	Q14593		Q8BIF3,Q7M6W8
ZNF274	"zinc finger protein 274"	10782	0	0	HFB101|ZF2|ZKSCAN19	yes	"21170338, 10777669"	Q96GC6		
ZNF275	"zinc finger protein 275"	10838	293849	27081	-	0	0	A6NFS0	D3ZRH5	A2AIE7,Q3UQ14,G3X904
ZNF276	"zinc finger protein 276"	92822	307924	57247	CENP-Z|CENPZ|ZFP276|ZNF477	0	0	Q8N554,I6L9I3	F1LN08	Q8CE64
ZNF277	"zinc finger protein 277"	11179	298977	246196	NRIF4|ZNF277P	0	0	Q9NRM2		Q8BVX7,Q8BVL5,E9Q6D6,Q3U0V6
ZNF28	"zinc finger protein 28"	7576	502294	22690	KOX24	0	0	P17035		P10078,Q69ZJ8
ZNF280A	"zinc finger protein 280A"	129025	0	0	3'OY11.1|SUHW1|ZNF280|ZNF636	0	0	P59817,B3KS93		
ZNF280B	"zinc finger protein 280B"	140883	294343	64453	5'OY11.1|D87009.C22.3|SUHW2|ZNF279|ZNF632	0	0	B3KUN2,Q86YH2	D3ZNU4	Q505F4
ZNF280C	"zinc finger protein 280C"	55609	0	208968	SUHW3|ZNF633	0	0	Q8ND82		Q6P3Y5,B1AU27
ZNF280D	"zinc finger protein 280D"	54816	315798	235469	SUHW4|ZNF634	0	0	Q7Z6J5,Q6N043		Q68FE8
ZNF281	"zinc finger protein 281"	23528	305083	226442	ZBP-99|ZNP-99	yes	10448078	Q9Y2X9	Q5XI48	Q99LI5
ZNF282	"zinc finger protein 282"	8427	297065	101095	HUB1	0	0	Q9UDV7	D4A4V7	E9PVC2
ZNF283	"zinc finger protein 283"	284349	0	0	HZF41	0	0	Q8N7M2		
ZNF284	"zinc finger protein 284"	342909	0	0	ZNF284L	yes	16817023	Q2VY69		
ZNF285	"zinc finger protein 285"	26974	0	0	ZNF285A	0	0	Q96NJ3		
ZNF286A	"zinc finger protein 286A"	57335	497923	0	ZNF286	0	0	B2RCD9,Q9HBT8	D4A514	
ZNF286B	"zinc finger protein 286B"	729288	0	0	"ZNF590| ZNF286C| ZNF286L"	0	0			
ZNF287	"zinc finger protein 287"	57336	303212	170740	ZKSCAN13	0	0	Q9HBT7,Q6PEZ3	D4A516	Q9EQB9
ZNF292	"zinc finger protein 292"	23036	50552	30046	NBLA00365|ZFP292|ZN-16|ZN-15|BA393I2.3	yes	8370519	Q6ZS01,O60281,Q3LIB3,Q6ZW83,Q6P495	D3ZXZ1	Q9Z2U2
ZNF295	"zinc finger and BTB domain containing 21"	49854	304056	114565	ZBTB21	yes	15629158	Q9ULJ3		E9Q3R9,Q8CC25,E9Q444,Q6ZPV6,G3X9A3,Q8CDB1
ZNF296	"zinc finger protein 296"	162979	365511	63872	ZFP296|ZNF342	0	0	Q8WUU4		Q9D7X0,E9Q6W4
ZNF29P	"zinc finger protein 29, pseudogene"	7577	0	0	KOX26|ZNF29	0	0			
ZNF3	"zinc finger protein 3"	7551	0	56314	A8-51|HF.12|KOX25|PP838|ZFP113	0	0	P17036		Q5DTG4,Q8C689
ZNF30	"zinc finger protein 30"	90075	291164	0	KOX28	0	0	P17039		
ZNF300	"zinc finger protein 300"	91975	0	245368	-	yes	20585888	F5GWS1,Q96RE9,J3KQF6		Q8C6W5,A2AE21
ZNF300P1	"zinc finger protein 300 pseudogene 1"	134466	0	0	-	0	0			
ZNF302	"zinc finger protein 302"	55900	0	0	HSD16|MST154|MSTP154|ZNF135L|ZNF140L|ZNF327	yes	21869994	Q9NR11		
ZNF304	"zinc finger protein 304"	57343	0	0	-	yes	12051768	Q9HCX3,Q2T9G7		
ZNF311	"zinc finger protein 311"	282890	0	0	ZF31	0	0	Q5JNZ3		
ZNF316	"zinc finger protein 316"	100131017	304293	54201	MZF-3|ZNF853	0	0		D4A8C4	G3XA34,Q6PGE4
ZNF317	"zinc finger protein 317"	57693	500950	244713	-	yes	11688974	Q96PQ6		Q8C0Q5,Q8BLF0,Q0P5V5
ZNF318	"zinc finger protein 318"	24149	316230	57908	TZF|ZFP318	0	0	Q5VUA4		B0V2M3,B8JJA0,Q99PP2
ZNF319	"zinc finger protein 319"	57567	291849	79233	ZFP319	0	0	Q9P2F9	D4AEC6	Q9ERR8
ZNF32	"zinc finger protein 32"	7580	365192	232337	KOX30	0	0	P17041	D3ZB44	Q80V23
ZNF320	"zinc finger protein 320"	162967	0	0	ZFPL	0	0	Q6ZP55,A2RRD8		
ZNF322	"zinc finger protein 322"	79692	680201	218100	HCG12|ZNF322A|ZNF388|ZNF489	yes	15555580	Q6U7Q0	D3ZJ04	Q8BZ89
ZNF322P1	"zinc finger protein 322 pseudogene 1"	387328	0	0	ZNF322|ZNF322B	0	0			
ZNF323	"zinc finger and SCAN domain containing 31"	64288	0	0	ZNF20-LP|ZNF310P|DJ874C20.2	yes	12147252	Q6P178,Q96QL1,Q96LW9		
ZNF324	"zinc finger protein 324"	25799	365192	243834	ZF5128|ZNF324A	0	0	O75467	D3ZB44	Q78F42
ZNF324B	"zinc finger protein 324B"	388569	0	0	-	0	0	Q6AW86		
ZNF326	"zinc finger protein 326"	284695	0	54367	ZAN75|ZIRD|ZFP326|DJ871E2.1	yes	10798446	Q5BKZ1		O88291
ZNF329	"zinc finger protein 329"	79673	308361	67230	-	0	0	Q86UD4	D4AA65	B2RSV9,Q6GQR8
ZNF331	"zinc finger protein 331"	55422	0	0	RITA|ZNF361|ZNF463	0	0	Q68D63,Q71QC6,Q9NQX6,Q71QC5		
ZNF333	"zinc finger protein 333"	84449	0	0	-	yes	15607024	Q6P2E6,Q96JL9		
ZNF334	"zinc finger protein 334"	55713	311639	228876	-	0	0	Q9HCZ1		A2A4U6
ZNF335	"zinc finger protein 335"	63925	259270	329559	NIF-1|NIF1|NIF2	0	0	Q8IW09,Q9H4Z2	G3V893	Q6P5F4,A2A5K6
ZNF337	"zinc finger protein 337"	26152	0	0	-	0	0	Q9Y3M9		
ZNF33A	"zinc finger protein 33A"	7581	0	0	KOX2|KOX31|KOX5|NF11A|ZNF11|ZNF11A|ZNF33|ZZAPK	0	0	F8WAJ5,Q06730		
ZNF33B	"zinc finger protein 33B"	7582	0	69623	KOX2|KOX31|ZNF11B	0	0	Q06732		
